iteration,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score,p1score,p2score
5682,110,90,100,80,110,70,100,80,110,70,100,60,110,50,120,60,110,50,100,60
5683,90,90,100,80,90,70,100,60,90,50,80,60,70,50,60,60,50,50,40,60
5684,90,90,80,100,70,90,60,80,50,90,40,80,30,90,20,80,10,90,0,100
5685,90,110,100,120,110,110,100,100,110,110,100,100,90,90,100,80,90,90,100,80
5686,110,90,100,80,110,70,100,60,90,70,80,60,70,50,60,40,70,30,60,20
5687,90,110,100,100,110,90,100,100,110,110,100,100,90,90,80,100,70,110,80,120
5688,90,90,80,100,90,90,80,80,70,70,60,80,70,70,60,80,50,70,60,80
5689,90,90,80,80,70,70,60,80,50,70,40,60,30,50,40,60,30,50,20,60
5690,90,110,80,100,70,90,80,100,70,90,80,80,90,70,100,60,90,50,100,60
5691,90,110,80,100,70,90,60,80,50,70,60,60,50,70,40,60,30,70,40,60
5692,90,90,80,80,70,70,80,60,70,50,80,40,70,30,80,20,70,10,60,0
5693,110,90,120,80,130,70,120,60,130,50,140,40,130,50,120,60,110,50,100,40
5694,90,110,80,100,70,90,60,100,50,110,40,100,30,110,20,100,30,90,20,100
5695,90,90,80,100,90,90,80,100,70,90,80,80,70,90,80,100,90,90,100,80
5696,90,110,100,100,90,110,100,100,90,90,80,100,90,90,100,80,90,70,80,60
5697,90,90,80,80,70,70,80,60,70,70,60,60,70,50,80,40,70,50,60,40
5698,90,90,100,80,90,70,80,60,90,70,80,60,90,50,100,40,90,30,80,40
5699,90,90,80,80,90,70,80,80,70,70,80,60,90,70,80,60,70,70,80,60
5700,110,110,120,120,130,110,140,120,150,110,140,100,150,90,160,100,150,110,140,120
5701,90,90,80,80,70,70,80,60,70,50,60,60,50,50,40,40,30,30,20,20
5702,90,110,80,100,90,90,80,80,90,70,100,80,110,70,120,60,110,50,120,60
5703,90,90,80,80,70,70,80,60,70,70,60,60,50,50,60,60,70,50,60,40
5704,90,110,80,100,70,90,60,100,50,90,40,80,30,70,40,60,30,50,40,60
5705,110,110,120,120,110,110,120,100,130,110,120,100,110,90,120,100,110,90,100,100
5706,90,90,80,80,70,90,60,100,50,90,40,80,30,70,40,60,30,70,20,60
5707,90,110,80,120,70,110,60,100,50,90,60,80,50,90,60,80,50,90,40,100
5708,90,110,80,100,70,90,60,80,70,90,80,80,70,70,60,80,70,70,60,60
5709,110,90,100,100,90,90,80,80,70,70,80,80,70,90,80,80,90,70,80,60
5710,90,90,80,100,90,90,80,80,70,70,80,80,70,70,80,80,70,70,80,60
5711,90,90,80,80,70,70,60,60,70,50,60,60,50,50,40,40,50,30,60,20
5712,90,90,80,100,90,90,100,80,90,70,100,80,90,70,100,60,90,50,80,40
5713,90,110,100,120,90,110,80,120,90,130,80,140,90,130,80,120,90,130,100,120
5714,90,90,100,80,90,70,80,60,70,50,60,40,50,50,60,40,70,30,60,20
5715,110,90,100,100,90,90,80,80,70,70,80,80,70,70,60,60,50,50,40,60
5716,90,90,100,80,110,90,120,80,110,90,100,80,90,70,80,60,70,70,60,60
5717,90,90,100,100,110,110,120,100,110,90,120,80,110,70,120,80,110,90,100,100
5718,90,90,100,100,90,90,100,80,110,70,120,80,110,70,100,60,90,70,100,80
5719,90,90,100,80,90,70,100,80,90,70,80,60,90,70,80,60,70,50,80,40
5720,90,90,100,100,110,90,100,80,110,90,100,100,90,90,80,100,70,110,80,100
5721,110,90,100,80,90,70,80,60,70,70,60,80,70,70,80,60,70,50,60,60
5722,90,110,80,120,90,110,80,100,90,110,80,100,90,110,100,100,110,90,100,80
5723,90,90,80,80,70,70,60,60,50,70,40,60,30,70,20,60,30,50,40,40
5724,90,90,100,100,90,90,100,80,90,70,80,80,90,90,80,100,90,90,80,80
5725,90,110,80,100,70,90,80,100,70,90,60,80,50,90,60,100,70,110,60,100
5726,110,110,100,100,110,110,120,120,110,130,100,120,90,110,80,120,70,110,60,100
5727,90,90,80,80,70,70,60,80,70,70,60,80,50,70,40,80,30,70,20,60
5728,90,90,80,80,70,90,80,80,70,70,60,80,70,90,60,100,70,90,80,100
5729,90,110,80,120,70,130,80,140,70,130,60,120,50,130,60,140,50,150,40,140
5730,110,110,100,120,110,110,100,100,90,90,100,80,110,70,100,60,90,50,80,40
5731,110,90,120,80,130,70,120,60,110,50,120,40,110,50,100,40,110,30,100,20
5732,90,110,80,100,90,110,100,120,90,130,100,120,110,130,120,120,130,110,140,100
5733,90,90,80,80,90,90,80,80,70,70,60,60,50,50,40,60,50,70,40,60
5734,110,90,120,80,130,90,140,80,130,70,120,60,130,70,120,80,130,70,140,80
5735,110,90,120,100,110,90,100,80,110,70,120,60,110,50,120,40,130,50,120,40
5736,110,90,100,80,90,70,80,80,90,70,80,60,90,50,80,40,70,30,60,20
5737,90,90,80,80,90,70,100,80,90,90,100,80,90,90,80,80,70,70,60,60
5738,90,110,80,120,90,110,80,100,70,90,60,80,50,90,40,80,30,90,20,100
5739,110,110,100,100,90,110,100,100,90,90,80,80,90,90,100,80,110,70,100,60
5740,110,90,120,100,110,90,100,80,90,70,80,60,70,50,80,40,90,30,80,20
5741,90,90,80,100,70,90,60,80,70,70,60,80,50,70,40,60,30,70,20,80
5742,90,90,80,80,90,90,80,80,90,70,80,80,70,70,60,80,50,70,60,60
5743,90,110,100,120,90,110,80,100,90,90,80,80,70,70,80,60,90,50,100,40
5744,110,90,100,100,110,90,100,80,90,70,100,60,90,50,80,40,70,50,60,40
5745,110,110,100,120,90,130,100,120,90,110,100,100,110,90,100,80,90,70,80,60
5746,110,110,120,100,130,110,120,100,110,90,120,80,110,70,100,60,90,50,80,40
5747,90,90,80,80,90,70,100,80,90,70,100,60,90,50,100,40,90,50,80,40
5748,90,90,100,80,90,70,80,60,70,50,80,40,90,30,80,20,90,30,80,20
5749,90,90,80,80,70,70,60,60,50,50,40,60,30,50,20,40,30,30,40,20
5750,90,90,80,80,90,70,100,60,90,70,80,60,90,70,80,80,70,70,60,60
5751,110,90,120,80,130,90,120,80,130,70,120,80,110,90,100,100,90,110,80,100
5752,90,110,80,100,70,90,60,100,70,110,60,120,50,110,60,100,50,90,60,80
5753,110,110,120,120,110,130,100,120,90,110,100,100,90,110,80,100,70,110,60,100
5754,110,90,100,80,110,90,100,80,90,70,100,80,90,90,80,100,70,90,80,100
5755,110,110,100,100,90,90,80,80,90,90,80,80,90,70,80,60,70,50,60,40
5756,90,90,80,80,90,70,80,80,90,70,80,60,70,70,80,80,70,70,60,80
5757,90,110,80,120,90,130,80,120,90,110,100,100,90,90,80,80,70,70,60,80
5758,90,90,80,80,70,70,80,60,70,50,60,60,50,50,40,60,30,50,20,40
5759,90,90,80,80,70,70,60,60,50,50,40,60,30,50,20,40,10,50,0,40
5760,110,90,100,80,110,70,100,60,110,50,120,40,130,50,120,60,110,50,100,40
5761,90,110,80,100,70,110,60,100,70,90,60,100,70,90,60,80,70,70,60,60
5762,90,90,80,80,90,70,80,60,90,50,80,40,70,30,60,40,50,30,40,40
5763,110,110,100,100,90,90,80,80,70,70,80,80,90,90,80,80,70,90,60,80
5764,110,90,100,80,110,70,100,60,90,50,80,40,70,30,60,20,50,30,40,20
5765,110,110,100,120,90,110,80,100,90,110,100,100,90,90,80,80,70,90,80,100
5766,110,90,100,80,90,70,80,60,70,50,80,40,90,30,100,20,110,10,120,0
5767,110,90,120,80,110,70,100,60,90,70,100,60,110,50,100,60,110,50,120,60
5768,90,90,80,100,90,90,80,80,90,70,100,60,110,50,120,40,130,50,120,40
5769,110,110,100,100,90,110,100,100,110,90,120,80,110,70,100,80,110,70,100,80
5770,90,90,80,80,90,70,80,60,70,70,60,60,70,50,60,60,50,50,40,40
5771,90,90,80,80,70,90,60,80,50,70,40,60,30,50,20,40,10,50,0,40
5772,90,110,80,100,70,110,60,100,50,90,40,80,30,70,20,60,10,70,0,60
5773,110,90,120,100,130,90,140,80,130,70,120,80,130,90,140,80,150,70,140,80
5774,90,110,80,120,70,110,80,120,70,110,60,100,70,90,60,80,50,90,60,100
5775,90,110,80,100,70,110,80,100,90,90,80,100,90,90,100,100,110,110,100,100
5776,90,90,80,80,70,70,60,60,50,50,60,40,70,30,60,20,50,30,40,20
5777,110,90,120,100,110,90,100,100,110,110,100,100,90,90,100,100,110,90,100,80
5778,110,90,100,80,110,90,120,100,130,90,120,80,110,70,100,60,110,70,100,80
5779,90,90,80,80,70,70,60,80,50,70,40,60,50,50,40,60,30,70,20,60
5780,90,110,80,100,90,90,80,80,70,70,60,60,50,50,40,40,30,50,20,40
5781,90,90,100,80,90,70,80,60,70,50,80,40,90,50,80,60,70,70,60,80
5782,90,90,100,80,110,90,120,80,110,90,100,100,90,110,80,100,70,90,60,80
5783,110,90,100,100,90,90,80,100,70,90,80,80,70,90,60,80,70,70,60,60
5784,110,90,120,80,110,70,120,80,110,90,120,80,130,70,140,60,130,50,120,40
5785,90,90,80,100,70,90,80,80,70,70,60,60,50,50,40,40,30,50,40,40
5786,90,90,80,100,70,90,80,100,70,90,60,80,50,90,40,100,30,110,40,100
5787,110,90,100,100,90,90,80,100,70,90,80,80,90,70,80,80,70,90,60,100
5788,90,90,100,100,90,110,80,100,70,90,60,100,70,90,60,100,50,90,40,100
5789,110,90,100,80,90,70,80,60,90,50,100,40,90,30,100,20,90,10,80,0
5790,110,90,120,80,110,70,100,60,90,70,80,60,70,50,60,40,70,50,80,40
5791,90,90,80,100,70,90,60,80,70,70,60,60,70,70,60,60,50,50,40,40
5792,90,90,80,100,90,110,80,100,90,110,100,100,90,90,80,80,90,90,80,80
5793,90,90,80,80,70,70,60,60,70,50,60,40,50,30,60,20,50,30,40,20
5794,110,90,100,100,90,90,100,100,90,110,80,120,90,110,100,100,90,90,80,80
5795,90,90,100,80,90,90,80,100,70,90,80,80,90,90,100,100,90,90,80,80
5796,110,110,120,100,110,110,100,120,90,110,100,100,90,90,100,80,90,70,80,60
5797,90,90,80,80,90,70,100,60,90,50,100,60,90,50,100,40,90,50,100,60
5798,90,90,80,100,70,90,60,80,70,70,60,60,70,50,60,40,50,30,40,20
5799,90,90,80,100,70,90,60,100,50,110,60,120,50,110,40,120,50,130,40,120
5800,110,90,100,100,90,110,100,100,90,110,80,100,90,90,100,100,110,90,100,100
5801,90,90,80,80,70,70,60,60,70,50,60,40,70,30,60,40,70,30,60,20
5802,90,110,100,120,110,110,120,100,110,90,100,80,90,90,100,80,110,70,100,60
5803,90,90,80,100,70,90,60,80,50,70,40,60,30,50,20,40,10,50,20,40
5804,90,90,100,80,90,70,100,60,90,50,80,40,70,30,60,20,50,10,60,0
5805,110,90,120,100,110,90,100,80,90,90,80,80,90,70,80,80,90,90,80,100
5806,110,90,120,80,110,70,100,60,110,50,100,40,110,50,120,40,130,30,120,40
5807,90,90,100,100,90,110,100,100,90,90,80,80,70,70,60,60,70,70,60,60
5808,90,90,100,80,110,70,100,80,90,70,80,60,70,50,80,60,70,70,60,60
5809,110,90,100,100,90,90,80,100,70,90,80,80,90,90,80,80,70,70,60,80
5810,90,110,100,100,110,110,120,100,130,90,120,80,110,70,120,80,130,90,120,80
5811,110,90,120,80,110,70,100,60,90,50,80,60,90,70,80,60,70,70,60,60
5812,110,90,100,100,110,110,120,120,130,110,140,100,130,90,120,80,110,70,120,60
5813,90,90,80,100,70,110,60,100,50,90,40,80,30,70,20,80,10,70,0,60
5814,110,90,120,100,130,90,140,100,130,90,120,80,130,90,120,100,130,110,120,100
5815,90,90,80,80,90,70,80,60,70,50,60,40,50,30,40,20,30,30,40,20
5816,90,90,100,80,90,70,100,80,90,70,80,60,70,70,60,60,70,70,80,60
5817,90,110,100,100,110,90,120,100,110,110,100,120,90,110,80,120,90,110,100,100
5818,90,110,100,100,110,90,120,100,130,90,120,80,130,70,120,60,110,70,100,80
5819,90,110,80,120,70,110,60,100,70,90,80,80,90,70,100,60,90,50,100,60
5820,90,90,100,100,90,90,100,80,110,70,120,80,110,70,100,60,90,50,80,40
5821,90,90,80,100,70,110,60,100,50,110,60,100,50,110,40,100,30,90,40,100
5822,90,110,80,100,70,110,60,100,50,90,60,100,70,90,80,80,70,70,60,60
5823,110,90,100,100,90,90,80,80,70,70,60,80,50,70,40,80,30,70,40,80
5824,90,110,80,100,90,110,80,120,70,110,60,100,50,110,60,120,50,110,40,120
5825,110,110,120,100,110,90,100,100,90,90,80,80,70,70,80,80,70,70,60,60
5826,90,110,100,100,90,90,100,100,90,90,80,80,70,90,60,80,50,70,40,80
5827,90,110,100,100,90,90,100,80,90,70,100,80,90,90,80,100,70,110,80,100
5828,110,90,120,80,130,70,120,80,110,70,100,60,110,70,100,60,110,50,100,40
5829,90,90,100,80,110,90,120,80,130,90,120,100,110,90,100,100,110,90,120,100
5830,110,90,100,100,110,90,100,80,90,70,80,60,90,50,80,40,70,30,60,40
5831,110,90,100,80,110,70,120,60,110,50,100,40,90,50,80,40,70,50,60,40
5832,90,90,80,80,70,70,60,80,50,90,40,100,30,90,20,80,10,90,0,80
5833,110,90,100,80,110,90,120,80,130,70,120,60,110,50,100,40,90,50,80,60
5834,90,90,80,80,90,90,100,100,90,90,100,100,90,90,100,100,110,110,100,100
5835,110,90,120,80,110,70,100,60,110,70,100,80,90,90,80,100,70,90,80,80
5836,90,90,80,80,90,90,80,80,70,70,80,60,70,70,60,60,70,50,80,60
5837,90,110,100,100,110,110,120,100,110,90,100,80,90,70,80,60,90,70,100,80
5838,110,90,120,80,110,70,120,60,110,50,100,60,90,50,80,60,70,50,60,60
5839,110,90,120,80,110,70,100,80,90,70,80,60,70,50,80,60,90,70,80,60
5840,110,90,100,80,90,90,80,80,70,70,80,60,70,50,60,40,50,50,60,40
5841,90,90,80,80,90,90,80,80,90,70,80,80,70,70,60,80,70,70,60,60
5842,90,90,80,80,70,70,80,60,70,50,80,60,90,50,100,40,90,50,80,40
5843,110,90,100,80,110,90,120,80,110,70,120,80,110,90,100,100,90,90,100,100
5844,90,90,80,80,90,90,100,100,110,110,100,100,110,110,100,120,90,110,80,100
5845,90,90,80,100,70,90,80,80,70,70,60,60,50,70,60,60,70,50,60,60
5846,110,90,100,80,90,90,80,80,90,70,80,60,70,50,80,40,70,30,60,20
5847,90,90,80,80,70,70,60,80,70,70,60,60,50,50,40,40,50,30,40,20
5848,90,90,80,100,70,110,60,120,50,110,60,100,50,90,40,80,50,70,40,60
5849,110,110,100,120,90,130,80,120,90,130,100,120,90,110,100,100,90,90,80,80
5850,90,110,100,100,90,90,80,100,70,110,60,120,50,110,40,100,30,90,20,80
5851,90,90,80,80,90,90,80,80,90,90,100,100,110,110,100,100,90,90,80,80
5852,110,110,100,100,90,90,100,100,90,90,80,80,70,90,60,100,50,90,60,80
5853,110,90,100,80,90,70,80,60,70,70,60,60,50,70,40,80,30,90,40,100
5854,110,110,100,120,90,110,80,120,90,130,100,140,110,150,100,140,110,130,100,120
5855,110,110,120,100,110,110,100,100,90,90,80,80,70,70,60,60,50,70,40,60
5856,90,110,80,100,90,90,80,80,70,90,80,80,70,90,60,100,70,90,80,80
5857,90,90,80,100,70,110,80,100,70,110,80,100,90,110,80,100,70,90,60,100
5858,110,90,120,80,110,70,100,60,90,50,80,40,90,50,80,40,70,30,80,20
5859,110,90,100,100,90,90,80,100,70,90,60,100,50,90,40,80,30,70,20,80
5860,90,90,80,80,90,70,80,60,90,50,80,40,70,30,60,40,70,50,80,40
5861,110,90,100,80,90,90,80,80,70,90,80,80,70,90,80,100,70,90,80,80
5862,90,110,100,100,110,110,100,100,110,110,100,100,90,110,80,100,70,110,60,100
5863,110,90,100,80,90,90,100,80,90,70,100,80,90,70,100,80,90,70,100,60
5864,110,110,100,100,110,90,100,80,110,90,100,80,90,70,80,60,70,70,60,60
5865,110,90,100,80,110,70,120,80,110,90,100,100,90,90,80,100,90,90,100,80
5866,90,110,100,100,90,90,80,80,70,70,60,60,50,50,40,60,30,70,20,80
5867,90,90,80,100,90,90,100,100,110,90,100,80,90,90,80,80,70,70,60,60
5868,90,90,100,80,90,70,100,60,110,70,100,80,90,90,80,80,70,70,60,80
5869,110,90,120,80,130,70,120,80,110,90,120,80,110,70,120,60,110,50,100,40
5870,110,90,120,80,130,90,120,100,130,90,120,80,110,90,120,80,110,70,100,80
5871,110,110,120,100,130,110,120,120,110,110,120,100,110,110,120,100,110,90,100,100
5872,90,90,80,100,70,90,60,80,50,70,40,80,30,70,20,60,30,70,20,60
5873,110,90,100,80,90,70,80,60,90,50,100,60,110,70,120,60,110,70,120,60
5874,110,90,100,80,90,90,100,80,110,70,100,60,90,50,80,60,70,50,60,40
5875,90,90,100,80,90,70,100,60,90,50,80,60,70,50,80,40,90,30,100,20
5876,90,90,80,80,90,70,80,60,70,50,80,60,90,50,80,40,70,30,80,20
5877,90,90,80,80,90,70,80,80,70,70,80,60,70,50,60,40,50,30,40,20
5878,90,110,100,100,90,90,80,80,70,70,60,80,50,70,40,80,30,90,20,100
5879,90,110,80,120,90,130,80,120,90,130,80,120,90,130,100,140,90,130,100,120
5880,90,110,80,100,70,90,80,100,90,90,80,80,70,70,80,80,70,70,60,60
5881,110,90,100,80,90,90,80,80,70,70,60,60,50,50,40,60,30,70,20,80
5882,90,110,80,100,70,90,60,80,50,90,60,100,50,110,40,100,30,110,20,100
5883,90,90,80,80,90,70,80,60,90,50,100,40,90,30,100,40,110,30,120,40
5884,90,90,80,100,70,90,80,80,90,70,100,60,110,50,120,40,110,30,120,20
5885,90,90,100,80,90,70,80,60,70,50,60,40,50,30,60,20,70,10,60,0
5886,110,90,100,100,90,90,80,80,90,70,100,60,110,70,100,60,90,50,100,60
5887,110,110,120,100,110,90,100,80,110,70,100,60,90,70,80,60,70,50,80,40
5888,90,110,100,100,90,90,80,100,70,110,60,100,50,90,60,100,50,90,40,80
5889,110,90,120,80,110,70,100,60,110,50,100,60,110,70,120,80,110,70,120,60
5890,90,110,80,120,70,130,80,120,70,110,60,100,70,90,60,100,50,110,60,100
5891,90,90,80,80,90,90,80,80,70,70,80,60,70,50,60,60,50,50,40,40
5892,90,110,80,100,70,110,60,120,50,110,60,100,50,110,40,120,30,110,40,120
5893,90,110,80,120,70,130,60,120,70,130,60,120,50,130,40,140,30,150,20,140
5894,110,110,100,100,110,110,100,100,110,90,120,80,110,90,120,80,110,70,100,60
5895,110,110,100,120,90,110,100,100,110,90,120,100,130,110,120,120,110,110,100,100
5896,90,110,80,100,90,110,80,100,70,90,80,100,70,90,60,80,50,70,60,60
5897,90,110,80,120,70,110,60,100,70,90,80,100,70,90,60,100,50,90,40,80
5898,110,110,100,100,110,90,100,100,110,90,100,80,90,70,80,80,70,90,80,80
5899,110,110,100,100,90,110,100,100,110,90,100,80,110,70,120,60,110,70,100,80
5900,90,90,80,80,70,70,60,60,50,70,40,60,50,70,40,60,30,70,40,60
5901,90,90,80,80,70,90,80,100,70,90,80,80,70,70,80,60,90,50,80,40
5902,90,90,100,80,110,70,100,80,110,70,120,60,110,50,100,60,90,50,80,60
5903,90,110,80,100,90,110,100,100,110,90,120,100,110,90,120,80,130,90,120,100
5904,90,110,100,100,90,90,80,80,70,90,80,100,70,90,60,100,50,90,40,80
5905,90,90,80,80,70,70,60,80,70,70,60,80,50,90,40,80,50,70,40,60
5906,90,90,80,100,70,110,60,120,50,110,60,100,50,110,60,120,70,110,80,120
5907,110,90,100,80,90,70,80,60,70,50,60,60,50,70,40,60,30,70,20,80
5908,90,90,80,80,90,70,80,80,70,70,60,80,70,70,60,80,50,90,60,100
5909,90,110,80,120,70,110,60,120,70,110,60,100,70,110,80,100,70,110,60,100
5910,90,110,80,100,70,110,60,100,50,110,40,120,30,110,40,100,30,110,20,100
5911,90,90,80,100,70,90,60,80,70,90,60,100,50,90,60,80,50,70,40,60
5912,90,90,80,100,70,90,80,80,90,90,80,80,70,70,60,80,70,70,80,60
5913,90,90,100,100,90,110,80,100,70,90,80,80,70,90,60,100,50,110,40,100
5914,90,90,100,80,110,70,100,60,90,50,80,40,70,50,60,40,70,50,60,40
5915,110,90,100,80,110,70,100,60,90,50,100,40,90,50,80,40,70,50,60,40
5916,90,90,80,100,90,90,100,100,90,90,80,100,90,90,100,80,110,90,120,80
5917,90,90,80,80,70,70,60,80,70,70,60,80,50,70,40,60,30,50,20,40
5918,90,90,100,80,90,90,80,80,90,70,100,60,90,50,100,40,110,30,100,20
5919,90,90,80,100,70,90,60,80,70,70,60,80,50,70,60,60,70,50,60,40
5920,90,110,80,100,90,90,80,80,70,70,80,80,70,70,60,60,50,50,60,40
5921,110,90,120,100,130,110,120,100,110,110,100,100,90,110,80,120,70,110,60,100
5922,110,90,100,100,90,90,80,80,70,70,60,60,70,50,60,40,50,30,60,20
5923,110,90,120,80,110,70,120,60,110,50,120,60,110,50,100,40,90,50,80,40
5924,90,110,80,100,90,90,80,100,70,90,80,100,90,90,80,80,70,70,80,60
5925,90,90,100,80,90,70,80,60,90,70,80,60,70,50,60,40,50,50,40,40
5926,90,90,100,80,90,70,80,80,70,70,60,80,70,90,60,80,70,70,80,80
5927,110,90,100,100,110,110,100,120,90,130,100,120,110,130,100,120,90,110,100,120
5928,90,90,100,100,90,110,80,100,90,110,100,120,110,110,100,120,110,130,100,140
5929,90,110,80,120,70,130,60,120,50,110,40,120,50,110,40,120,30,110,20,120
5930,90,90,80,80,70,90,60,80,50,70,40,60,30,50,20,40,10,30,0,20
5931,110,90,100,100,90,90,80,100,70,90,80,80,70,90,80,80,70,70,80,60
5932,110,90,100,80,90,70,100,60,110,70,100,60,90,70,80,60,70,50,80,60
5933,90,90,80,80,70,70,60,60,50,70,40,60,30,50,20,40,10,30,20,20
5934,90,90,100,80,90,70,80,80,70,70,80,60,70,50,60,40,70,50,80,40
5935,110,90,100,80,110,70,100,80,90,70,80,80,70,70,60,60,50,50,60,40
5936,90,90,80,80,70,70,60,60,70,50,60,40,50,30,40,20,30,10,20,0
5937,90,90,80,100,90,90,100,100,110,110,120,100,110,90,120,80,110,90,120,80
5938,110,90,120,80,110,90,100,80,90,90,80,100,70,90,60,80,70,70,60,60
5939,110,90,100,80,90,70,100,80,90,70,80,60,70,50,60,40,50,30,40,20
5940,90,90,80,80,70,70,60,60,50,70,40,80,30,70,20,60,10,50,0,40
5941,90,110,80,100,90,90,80,80,90,70,80,60,70,70,60,60,50,50,40,40
5942,110,110,120,120,110,110,100,100,110,110,100,100,110,90,100,80,110,70,100,80
5943,110,90,120,80,110,70,100,60,110,50,100,40,90,30,80,20,70,30,60,20
5944,90,90,80,80,90,70,100,80,110,70,120,60,130,70,120,60,110,50,120,60
5945,90,90,80,100,70,110,80,120,70,130,60,120,50,110,40,120,30,110,20,100
5946,90,90,80,80,70,70,60,60,50,50,40,60,30,70,20,60,10,50,20,40
5947,90,110,80,100,90,110,80,100,70,90,80,80,70,90,60,80,50,70,40,60
5948,90,90,80,80,90,70,80,60,70,50,80,60,70,50,60,40,50,30,60,20
5949,90,110,80,120,70,110,60,120,70,110,80,100,70,90,60,100,50,90,60,80
5950,90,110,80,100,70,90,80,100,70,90,60,80,50,70,40,80,30,70,40,60
5951,90,110,100,100,90,110,80,120,70,110,60,100,50,110,40,100,30,110,20,100
5952,90,110,80,100,70,110,60,100,50,110,40,120,50,130,60,120,70,110,60,120
5953,90,110,100,100,90,90,80,80,70,70,80,80,70,70,60,60,50,50,60,40
5954,90,110,80,100,70,90,80,100,70,90,60,80,70,90,60,100,50,110,60,120
5955,90,90,100,80,90,70,80,60,90,70,80,60,70,50,60,40,50,50,40,40
5956,90,110,100,100,90,110,100,120,90,130,80,140,90,150,100,140,110,130,100,120
5957,90,90,100,80,90,70,100,60,90,50,80,60,70,70,60,60,50,70,60,60
5958,90,90,80,100,70,90,60,100,50,90,60,80,70,70,60,80,50,70,60,60
5959,90,90,80,80,90,70,100,60,90,50,80,40,90,30,80,20,90,30,80,40
5960,90,110,100,120,90,110,100,100,90,90,80,80,90,90,80,80,90,70,100,60
5961,110,90,120,100,110,110,120,120,130,130,140,120,150,110,160,100,170,90,180,80
5962,90,110,80,100,70,90,60,80,50,70,40,80,30,70,40,60,30,50,40,60
5963,110,90,100,100,110,90,100,80,90,70,80,80,90,90,100,80,110,70,100,60
5964,90,90,80,80,70,90,60,80,50,70,40,60,50,50,40,40,50,50,60,40
5965,110,110,100,100,90,110,100,100,90,90,100,100,90,110,80,100,90,90,100,80
5966,90,90,100,80,90,90,100,80,90,70,80,60,90,50,100,60,110,50,100,40
5967,90,90,80,100,70,90,60,80,50,70,40,60,30,50,20,40,10,30,0,20
5968,90,90,80,80,90,70,100,80,90,90,80,100,70,90,60,80,50,90,40,80
5969,90,90,80,100,70,110,80,100,70,90,60,80,50,70,60,60,50,50,40,40
5970,90,90,80,80,70,90,60,80,70,90,60,80,50,70,40,80,50,70,60,80
5971,90,90,80,100,70,90,60,80,50,90,40,80,30,70,20,60,10,50,0,60
5972,110,90,120,80,130,70,120,60,110,50,100,60,90,70,80,60,90,70,80,80
5973,90,90,80,100,70,90,60,80,70,70,60,60,50,50,40,40,50,30,40,20
5974,110,110,120,120,110,110,100,100,110,90,120,80,110,90,100,80,110,70,100,60
5975,110,90,120,100,130,90,120,80,110,70,100,60,90,50,80,40,70,50,80,60
5976,90,110,100,120,90,110,100,100,90,110,80,100,90,90,100,100,90,110,100,100
5977,110,90,100,80,110,90,100,80,90,70,80,80,70,70,60,60,50,50,40,60
5978,90,90,80,80,70,90,60,80,50,90,40,80,30,70,40,60,30,70,20,60
5979,90,90,80,80,70,70,60,80,50,70,60,60,70,70,60,60,50,70,60,60
5980,90,110,80,120,70,110,80,100,70,90,60,80,50,70,40,60,50,50,40,40
5981,110,90,100,80,90,70,80,60,90,50,80,60,70,50,80,40,70,30,80,20
5982,90,90,100,80,90,90,100,80,110,70,100,60,90,70,80,60,90,70,100,60
5983,90,90,80,80,70,70,60,60,70,50,80,60,70,70,60,60,50,50,40,40
5984,90,90,80,80,90,70,100,60,90,70,80,80,90,70,80,60,90,70,80,60
5985,90,110,100,100,90,90,80,80,90,70,100,80,90,70,100,60,110,70,100,60
5986,90,90,80,100,70,90,60,80,50,90,60,80,70,90,60,80,70,70,60,60
5987,110,90,100,80,90,70,100,80,110,70,100,80,110,90,100,80,90,90,100,100
5988,90,90,80,80,90,90,80,80,70,70,80,60,70,70,80,60,90,50,80,40
5989,90,90,80,80,90,90,80,100,70,90,60,80,70,90,60,80,50,70,40,60
5990,90,90,100,80,110,90,120,80,130,90,120,100,110,110,100,120,90,130,80,120
5991,110,110,100,100,90,90,100,100,110,90,100,100,110,90,100,80,110,90,120,80
5992,90,90,80,80,90,70,100,80,90,70,80,80,90,70,80,80,70,90,80,100
5993,90,90,100,100,90,90,80,80,70,90,80,80,90,70,100,60,90,70,80,60
5994,90,110,80,100,70,90,60,100,50,110,60,120,70,110,80,100,70,90,60,80
5995,90,90,80,80,70,70,60,80,70,70,80,60,70,50,60,60,50,50,60,40
5996,90,110,100,100,110,90,120,80,110,90,120,80,110,90,100,100,110,110,100,120
5997,90,90,80,80,90,90,80,100,70,90,60,100,70,110,60,100,50,90,40,80
5998,90,90,100,80,90,90,100,80,90,90,80,80,70,70,80,60,70,70,80,60
5999,110,110,100,100,90,110,80,120,90,110,100,100,90,110,100,100,90,90,100,80
6000,90,90,80,80,90,90,80,80,70,70,60,80,50,70,40,80,30,70,40,80
6001,90,90,100,100,110,90,100,100,90,90,100,80,90,70,80,60,90,50,80,40
6002,110,90,100,80,110,90,100,100,90,90,80,80,70,90,60,80,70,70,80,60
6003,90,90,80,80,90,90,80,100,90,90,80,80,90,70,80,60,70,70,60,80
6004,90,90,80,80,90,70,80,60,70,50,80,40,70,30,60,40,70,50,80,40
